SONIC YOUTH ^^^ 1991 - THE YEAR PUNK BROKE;0602527786940;84.00;3.00;0602527786940;23;DVD;BERTUS;Geffen Records;2011;0602527786940;Post Rock;NTSC All Regions / Dolby 2.0 / 160 min;57.15
FEIST ^^^ METALS;0602527791227;38.00;0.00;0602527791227;23;CD;BERTUS;Polydor Ltd.;2011;277912-2;Folk/World/Country;Jewel Case;22.38
REED, LOU & METALLICA ^^^ LULU;0602527815978;22.00;5.00;0602527815978;23;2CD;MUSICNET2;Vertigo;2011;602527815978;Rock/Mocne Brzmienia;Jewel Case;14.00
KATZENJAMMER ^^^ A KISS BEFORE YOU GO;0602527832104;100.00;0.00;0602527832104;23;2LP;BERTUS;Vertigo;2011;0602527832104;Folk/World/Country;Free MP3 Download / Gatefold;56.70
FONETYKA ^^^ REQUIEM DLA WOJACZKA;0602527844497;19.00;2.00;0602527844497;23;CD;DDD;Universal Music Polska;2011;278 444 9;Rock/Alternatywa;Jewel Case;11.50
FLORENCE & THE MACHINE ^^^ CEREMONIALS;0602527847900;63.00;1.00;0602527847900;23;2LP;DDD;Island Records;2011;2784790;Pop/Rock;Gatefold;41.40
KUHN, ROLF & JOACHIM QUARTET ^^^ LIFELINE;0602527864808;98.00;0.00;0602527864808;23;CD;BERTUS;Universal Music Company;2012;060252786480;Jazz;;54.67
RUSOWICZ, ANIA ^^^ MÓJ BIG-BIT;0602527867069;35.00;5.00;0602527867069;23;CD;DDD;Universal Music Polska;2011;278 670 6;Pop/Rock;Digipack;23.40
DEL REY, LANA ^^^ VIDEO GAMES;0602527891293;18.00;0.00;0602527891293;23;CDs;BERTUS;Universal Music Company;2011;0602527891293;Pop/Rock;;10.57
WINEHOUSE, AMY ^^^ LIONESS: HIDDEN TREASURES;0602527906034;115.00;0.00;0602527906034;23;2LP;BERTUS;Universal Music Company;2011;279 060 3;Soul/Pop;180 gr Heavyweight Vinyl / Gatefold;66.80
NAJTEK i PRZYJACIELE ^^^ NAJTEK i PRZYJACIELE;0602527918488;7.00;0.00;0602527918488;23;CD;DDD;Magic Records;2011;279184-8;Dla dzieci;S.Bohosiewicz, R.Królikowski, D.Zawadzka;3.00
OBYWATEL G.C. ^^^ TAK ! TAK !;0602527922140;19.00;1.00;0602527922140;23;CD;DDD;Universal Music Polska;2011;279 221 4;Pop/Rock;Rec.1988 / Reissue / Special Edit / Digipack;11.50
THIN LIZZY ^^^ FIGHTING;0602527922270;48.00;1.00;0602527922270;23;2CD;DDD;Mercury Records;2012;2792227;Rock;Rec.1975 / Remaster / Deluxe Expanded Edition;31.28
AMBERIAN DAWN ^^^ CIRCUS BLACK;0602527923093;65.00;0.00;0602527923093;23;CD;BERTUS;Spinefarm Records;2012;SPI 417 CD;Rock/Mocne Brzmienia;;37.37
DIE ANTWOORD ^^^ TENSION;0602527930763;53.00;0.00;0602527930763;23;CD;BERTUS;Zef Recordz;2012;DWT70312;HipHop/Nowe Brzmienia;;34.02
AFRO KOLEKTYW ^^^ PIOSENKI PO POLSKU;0602527932156;8.00;3.00;0602527932156;23;CD;DDD;Universal Music Polska;2012;279321-5;Rap/HipHop;Digipack;4.00
VAN HALEN ^^^ A DIFFERENT KIND OF TRUTH;0602527935270;38.00;0.00;0602527935270;23;CD;BERTUS;Interscope Records;2012;0602527935270;Rock/Mocne Brzmienia;;21.99
METALLICA ^^^ BEYOND MAGNETIC;0602527946863;23.00;3.00;0602527946863;23;CDEP;DDD;Vertigo;2012;2794686;Metal/Ciężkie brzmienia;Jewel Case;14.72
DIE ANTWOORD ^^^ TENSION;0602527955063;105.00;0.00;0602527955063;23;LP;BERTUS;Zef Recordz;2012;VVR795506;HipHop/Nowe Brzmienia;+ Bonus CD;61.32
CHILDISH GAMBINO ^^^ CAMP;0602527957357;92.00;0.00;0602527957357;23;CD;BERTUS;Glassnote Entertainment Group;2012;GLS012102IJL;HipHop/Nowe Brzmienia;;51.91
V/A ^^^ PRZEBOJE RYBKI MINI MINI vol.2;0602527958729;40.00;2.00;0602527958729;23;CD+DVD;DDD;Magic Records;2012;2795872;Dla dzieci;CD+DVD / Jewel Case;26.68
KILLING JOKE ^^^ MMXII;0602527963105;42.00;2.00;0602527963105;23;CD;DDD;Spinefarm Records;2012;2796310;Punk/Rock;Jewel Case;11.50
SEX PISTOLS ^^^ NEVER MIND THE BOLLOCKS HERE'S THE SEX PISTOLS;0602527965031;38.00;2.00;0602527965031;23;CD;BERTUS;Universal Music Company;2012;SexPisCD1977;Punk/Rock;Rec.1977 / Remaster / Jewel Case;22.41
SEX PISTOLS, THE ^^^ GREAT ROCK'N'ROLL SWINDLE, THE;0602527965062;19.00;4.00;0602527965062;23;CD;DDD;Sex Pistols Residuals;2012;SexPisCD1979;Punk/Rock;Rec.1979 / Reissue / Jewel Case;22.41
KILLING JOKE ^^^ MMXII;0602527966182;73.00;2.00;0602527966182;23;2LP;DDD;Spinefarm Records;2012;2796618;Punk/Rock;Limited Edit / Gatefold;46.00
DEL REY, LANA ^^^ BORN TO DIE;0602527971124;20.00;0.00;0602527971124;23;CDs;BERTUS;Universal Music Company;2012;0602527971124;Pop/Rock;;10.37
DEL REY, LANA ^^^ BORN TO DIE;0602527971131;28.00;0.00;0602527971131;23;LPs;BERTUS;Universal Music Company;2012;0602527971131;Pop/Rock;LPs 12";32.44
SOULSAVERS ^^^ LIGHT THE DEAD SEE, THE;0602527973623;28.00;0.00;0602527973623;23;CD;DDD;V2Records;2012;VVR797362;Rock/Alternatywa;with Dave Gahan / Ecopack;17.94
OF MONSTERS and MEN ^^^ MY HEAD IS AN ANIMAL;0602527980188;73.00;1.00;0602527980188;23;2LP;DDD;Universal Republic Records;2012;B0016691-01;Rock/Folk;Gatefold / Free MP3 Downland;46.00
MCKENZIE, CANDY ^^^ CANDY MCKENZIE;0602527983219;28.00;0.00;0602527983219;23;CD;BERTUS;Sanctuary Records;2012;SPECORIG1014;Reggae/Dub;Lee Scratch Perry presents;15.87
MARLEY, BOB ^^^ MARLEY;0602527985992;138.00;0.00;0602527985992;23;3LP;BERTUS;Universal Music Company;2012;2798599;Reggae/Dub;Original Soundtracks;83.63
WALKMEN, THE ^^^ HEAVEN;0602537001552;35.00;0.00;0602537001552;23;CD;BERTUS;Bella Union;2012;ELLACD340;Rock/Alternatywa;Digipack;19.18
DEL REY, LANA ^^^ BLUE JEANS;0602537003105;53.00;0.00;0602537003105;23;LPs;BERTUS;Polydor Ltd.;2012;3700310;Pop/Rock;LPs 7" / Picture Vinyl / 45 RPM;33.83
FLORENCE & THE MACHINE ^^^ MTV UNPLUGGED;0602537011865;28.00;0.00;0602537011865;23;CD;DDD;Island Records;2012;3701186 (86);Pop/Rock;Jewel Case / PL Edit;17.94
PINK FREUD ^^^ HORSE & POWER;0602537026203;19.00;6.00;0602537026203;23;CD;DDD;Universal Music Polska;2012;370 262 0;Yass/Jazz;Digipack;11.50
THIN LIZZY ^^^ CLASSIC ALBUM SELECTION;0602537035526;115.00;0.00;0602537035526;23;BOX;BERTUS;Mercury Records;2012;0602537035526;Rock/Mocne Brzmienia;Box 6CD;66.34
VELVET UNDERGROUND & NICO, THE ^^^ VELVET UNDERGROUND & NICO, THE;0602537054688;45.00;1.00;0602537054688;23;2CD;DDD;Universal Music Company;2012;0602537054688;Rock/Punk;45th Anniversary Deluxe Edition / Digibook;30.36
TURBONEGRO ^^^ SEXUAL HARASSMENT;0602537058778;18.00;2.00;0602537058778;23;CD;BERTUS;Scandinavian Leather Recordings;2012;060253705877;Punk/Rock;Digipack;9.34
BLACK SABBATH ^^^ IRON MAN - THE BEST OF BLACK SABBATH;0602537061501;43.00;1.00;0602537061501;23;CD;DDD;Universal Records;2014;3706150;Metal/Ciężkie brzmienia;Rec.2009 / Reissue / Jewel Case;28.52
TAME IMPALA ^^^ LONERISM;0602537065189;80.00;0.00;0602537065189;23;CD;BERTUS;Modular Recordings;2012;MODCD157;Rock/Alternatywa;Digipack;46.16
TAME IMPALA ^^^ LONERISM;0602537065219;108.00;0.00;0602537065219;23;2LP;BERTUS;Modular Recordings;2012;MODVL161;Rock/Alternatywa;Free MP3 Downland;62.98
CYPRESS HILL & RUSKO ^^^ CYPRESS X RUSKO EP 01;0602537073887;43.00;0.00;0602537073887;23;CDEP;BERTUS;V2Records;2012;VVR 703388;Dubstep;Ecopack;24.30
CYPRESS HILL & RUSKO ^^^ CYPRESS X RUSKO EP 01;0602537073894;60.00;0.00;0602537073894;23;LPEP+CD;BERTUS;V2Records;2012;VVR 707389;Dubstep;LPEP 12" + CD;34.18
ZOMBIE, ROB ^^^ MONDO SEX HEAD;0602537079551;73.00;1.00;0602537079551;23;2LP;DDD;Geffen Records;2012;0602537079551;Rock/Mocne Brzmienia;Gatefold Cover;46.00
BLOC PARTY ^^^ FOUR;0602537084340;35.00;0.00;0602537084340;23;CD;BERTUS;Frenchkiss Records;2012;FKR060-2;Rock/Alternatywa;;18.67
DEL REY, LANA ^^^ NATIONAL ANTHEM;0602537100538;55.00;0.00;0602537100538;23;LPs;BERTUS;Polydor Ltd.;2012;3710053;Pop/Rock;LPs 7" / Picture Vinyl / 45 RPM;33.36
DEL REY, LANA ^^^ SUMMERTIME SADNESS;0602537102631;18.00;0.00;0602537102631;23;CDs;BERTUS;Universal Music Company;2012;602537102631;Pop/Rock;;10.36
ZOMBIE, ROB ^^^ MONDO SEX HEAD;0602537114481;35.00;0.00;0602537114481;23;CD;DDD;Geffen Records;2012;0602537113965;Rock/Mocne Brzmienia;Ecopack;22.08
ROLLING STONES, THE ^^^ GRRR;0602537123414;410.96;0.00;0602537123414;23;BOX;BERTUS;ABKCO Records;2012;3712341;Rock;Super Deluxe Edit / 5Cd + LPs 7" + Bonus;334.11
NICO ^^^ END... , THE;0602537127474;40.00;1.00;0602537127474;23;2CD;DDD;Island Records;2012;UMCREP2018;Rock/Punk;Jewel Case;26.68
RUSOWICZ, ANIA ^^^ MÓJ BIG-BIT;0602537132362;63.00;2.00;0602537132362;23;LP;DDD;Universal Music Polska;2014;371 323 6;Pop/Rock;Rec.2011 / Reissue;41.40
ZZ TOP ^^^ LA FUTURA;0602537141142;98.00;0.00;0602537141142;23;2LP;BERTUS;American Recordings;2012;B0017381-01;Rock;180 gr Vinyl / 45 RPM / Free MP3 Downland;55.60
BOCELLI, ANDREA ^^^ PASSIONE;0602537151301;28.00;4.00;0602537151301;23;CD;MUSICNET2;Sugar Music;2013;602537151301;Pop;ft. N.Furtado, J.Lopez / Jewel Case;18.00
VELVET UNDERGROUND & NICO, THE ^^^ VELVET UNDERGROUND & NICO, THE;0602537153190;19.00;0.00;0602537153190;23;CD;DDD;Universal Records;2012;3715319;Rock/Punk;Rec.1967 / 45th Anniversary Remaster / Jewel Case;11.50
KIM NOWAK ^^^ WILK;0602537184798;19.00;0.00;0602537184798;23;CD;DDD;Universal Music Polska;2012;371 847 9;Rock;Jewel Case;11.50
OST ^^^ JESTEŚ BOGIEM;0602537195664;25.00;54.00;0602537195664;23;CD;DDD;Magic Records;2012;3719566;Rap/HipHop;Paktofonika - Rahim, Magik, Fokus;26.00
SOUNDGARDEN ^^^ KING ANIMAL;0602537198238;28.00;0.00;0602537198238;23;CD;DDD;Vertigo;2012;3719823;Rock/Mocne Brzmienia;Jewel Case;17.94
CRYSTAL CASTLES ^^^ (III);0602537202751;45.00;5.00;0602537202751;23;CD;DDD;Fiction Records;2012;3720275;Elektronika/Awangarda;Jewel Case;30.60
CRYSTAL CASTLES ^^^ (III);0602537202768;90.00;0.00;0602537202768;23;LP;BERTUS;Casablanca Records;2012;B0017777-01;Elektronika/Awangarda;;50.01
METALLICA ^^^ QUEBEC MAGNETIC;0602537220304;50.00;3.00;0602537220304;23;2DVD;DDD;Vertigo;2012;00602537220304;Metal/Ciężkie brzmienia;PAL 16:9 / Dolby 5.1 / 135 + 50 min / Dvdpack;31.28
METALLICA ^^^ QUEBEC MAGNETIC;0602537220311;50.00;3.00;0602537220311;23;BLU-RAY;DDD;Vertigo;2012;06025 372 203-1 (1);Metal/Ciężkie brzmienia;HD1080i 16:9 / DTS-HD Master Audio / 150 + 50 min / Jewel C.;28.52
DEL REY, LANA ^^^ RIDE;0602537220465;53.00;0.00;0602537220465;23;LPs;BERTUS;Polydor Ltd.;2012;3722046;Pop/Rock;LPs 7" / Picture Vinyl / 45 RPM;33.83
ROLLING STONES, THE ^^^ DOOM and GLOOM;0602537232789;60.00;0.00;0602537232789;23;LPs;BERTUS;Universal Music Company;2012;3723278;Rock;LPs 10";35.96
DROPKICK MURPHYS ^^^ SIGNED and SEALED IN BLOOD;0602537241811;53.00;4.00;0602537241811;23;CD;DDD;Born And Bred Records;2013;WR 724182;Punk/Rock;Digipack;34.50
DROPKICK MURPHYS ^^^ SIGNED and SEALED IN BLOOD;0602537244584;130.00;0.00;0602537244584;23;2LP+CD;BERTUS;Born And Bred Records;2013;VVR 72458;Punk/Rock;Includes CD;75.24
OST ^^^ DJANGO UNCHAINED;0602537270286;38.00;3.00;0602537270286;23;CD;BERTUS;Republic Records;2013;602537270286;Muzyka filmowa;Original Motion Picture Soundtrack / Ecopack;22.20
KILLING JOKE ^^^ SINGLES COLLECTION 1979-2012, THE;0602537274949;35.00;2.00;0602537274949;23;2CD;DDD;Spinefarm Records;2013;SPINE 727494;Punk/Rock;Gatefold Card Sleeve;22.08
WOODKID ^^^ GOLDEN AGE, THE;0602537276936;73.00;1.00;0602537276936;23;2LP;DDD;Green United Music;2013;0602537276936;Rock;Gatefold / Free MP3 Downland;46.00
ZOMBIE, ROB ^^^ VENOMOUS RAT REGENERATION VENDOR;0602537277599;28.00;0.00;0602537277599;23;CD;DDD;Zodiac Swan Records;2013;0602537277599;Rock/Mocne Brzmienia;Jewel Case;17.94
ALLMAN BROTHERS BAND, THE ^^^ BROTHER and SISTERS;0602537288076;188.00;0.00;0602537288076;23;4CD;BERTUS;Island Def Jam Music;2013;BOO 18079-02;Blues/Rock;Super Deluxe Collection / Digibook;114.42
KNIFE, THE ^^^ SHAKING THE HABITUAL;0602537290642;130.00;0.00;0602537290642;23;3LP;BERTUS;Rabid Records;2013;RABID 048T;Electro/Pop;Box: 3 LP 180 gr + 2CD + Poster;69.80
KNIFE, THE ^^^ SHAKING THE HABITUAL;0602537290659;45.00;0.00;0602537290659;23;2CD;BERTUS;Rabid Records;2013;RABID 048;Electro/Pop;Special Edit / Digipack;23.24
KNIFE, THE ^^^ SHAKING THE HABITUAL;0602537292875;88.00;0.00;0602537292875;23;3LP;DDD;Rabid Records;2013;RABID 048T;Electro/Pop;Box: 3 LP 180 gr + CD + Poster;55.20
ZOMBIE, ROB ^^^ VENOMOUS RAT REGENERATION VENDOR;0602537292974;55.00;0.00;0602537292974;23;LP;DDD;Zodiac Swan Records;2013;602537292974;Rock/Mocne Brzmienia;Gatefold Sleeve / 180 gr Vinyl;36.80
V/A ^^^ PRZEBOJE RYBKI MINI MINI vol.3;0602537293957;40.00;2.00;0602537293957;23;CD+DVD;DDD;Magic Records;2012;3729395;Dla dzieci;CD+DVD;29.00
VOLBEAT ^^^ OUTLAW GENTELMEN & SHADY LADIES;0602537295647;33.00;6.00;0602537295647;23;CD;DDD;Vertigo;2013;3729564;Metal/Ciężkie brzmienia;Jewel Case;21.60
DEPTFORD GOTH ^^^ LIFE AFTER DEFO;0602537296682;90.00;0.00;0602537296682;23;CD;BERTUS;Merok Records;2013;ME042CD;Elektronika/Nowe brzmienia;Digipack;49.70
OST ^^^ DJANGO UNCHAINED;0602537315703;120.00;1.00;0602537315703;23;2LP;BERTUS;Republic Records;2013;0602537315703;Muzyka filmowa;Original Motion Picture Soundtrack;74.01
LANEGAN, MARK & DUKE GARWOOD ^^^ BLACK PUDDING;0602537322510;28.00;1.00;0602537322510;23;CD;DDD;Heavenly Records;2013;HVNLP98CD;Blues/Rock;Digipack;17.94
BLAKE, JAMES ^^^ OVERGROWN;0602537324736;102.00;0.00;0602537324736;23;2LP;BERTUS;Atlas Recordings;2013;ATLAS10LP;HipHop/Nowe Brzmienia;Gatefold;60.27
DEL REY, LANA ^^^ DARK PARADISE;0602537325719;18.00;0.00;0602537325719;23;CDs;BERTUS;Universal Music Company;2013;0602537325719;Pop/Rock;;10.53
SLAYER ^^^ WORLD PAINTED BLOOD;0602537330447;33.00;0.00;0602537330447;23;CD;DDD;American Recordings;2013;0602537330447;Metal/Ciężkie brzmienia;Rec.2009 / Reissue / Jewel Case;22.08
SLAYER ^^^ CHRIST ILLUSION;0602537330454;33.00;2.00;0602537330454;23;CD;DDD;American Recordings;2013;0602537330454;Metal/Ciężkie brzmienia;Rec.2006 / Reissue / Jewel Case;22.08
VOLBEAT ^^^ OUTLAW GENTELMEN & SHADY LADIES;0602537342983;68.00;5.00;0602537342983;23;CD+DVD;DDD;Vertigo;2013;3734298;Metal/Ciężkie brzmienia;Limited Tour Edition / Digipak in Slipcase;44.10
DR MISIO ^^^ MŁODZI;0602537346714;19.00;5.00;0602537346714;23;CD;DDD;Universal Music Polska;2013;3734671;Rock/Alternatywa;Jewel Case;11.25
BLACK SABBATH ^^^ 13;0602537349579;43.00;1.00;0602537349579;23;CD;DDD;Vertigo;2013;602537349579;Metal/Ciężkie brzmienia;Jewel Case;28.52
BLACK SABBATH ^^^ 13;0602537349609;73.00;0.00;0602537349609;23;2LP;DDD;Vertigo;2013;3734960;Metal/Ciężkie brzmienia;180g Heavy Weight Vinyl / Gatefold;46.00
CASH, JOHNNY ^^^ AMERICAN III - SOLITARY MAN;0602537351121;33.00;8.00;0602537351121;23;CD;DDD;American Recordings;2013;060253735112;Rock/Country/Folk;Rec.2000 / Reissue / Jewel Case;22.08
CASH, JOHNNY ^^^ AMERICAN RECORDINGS;0602537351145;33.00;5.00;0602537351145;23;CD;DDD;American Recordings;2010;0602537351145;Rock/Country/Folk;Rec.1994 / Reissue / Jewel Case;22.08
CASH, JOHNNY ^^^ UNCHAINED;0602537351169;33.00;7.00;0602537351169;23;CD;DDD;American Recordings;1996;0602537351169;Rock/Country/Folk;Jewel Case;22.08
CASH, JOHNNY ^^^ AMERICAN V - A HUNDRED HIGHWAYS;0602537351183;33.00;9.00;0602537351183;23;CD;DDD;American Recordings;2013;3735118;Rock/Country/Folk;Rec.2006 / Reissue / Jewel Case;22.47
CASH, JOHNNY / WILLIE NELSON ^^^ VH1 STORYTELLERS;0602537351206;20.00;3.00;0602537351206;23;CD;DDD;American Recordings;2013;060253735120;Rock/Country/Folk;Rec.1998 / Reissue / Jewel Case;11.50
SLAYER ^^^ DIABOLUS IN MUSICA;0602537352197;20.00;7.00;0602537352197;23;CD;BERTUS;American Recordings;2013;0602537352197;Metal/Ciężkie brzmienia;Rec.1998 / Reissue / Jewel Case;11.50
SLAYER ^^^ DIVINE INTERVENTION;0602537352227;20.00;7.00;0602537352227;23;CD;DDD;American Recordings;2013;0602537352227;Metal/Ciężkie brzmienia;Rec.1994 / Reissue / Jewel Case;11.25
SLAYER ^^^ GOD HATES US ALL;0602537352234;20.00;3.00;0602537352234;23;CD;DDD;American Recordings;2013;0602537352234;Metal/Ciężkie brzmienia;Rec.2001 / Reissue / Jewel Case;11.50
SLAYER ^^^ REIGN IN BLOOD;0602537352241;28.00;11.00;0602537352241;23;CD;DDD;American Recordings;2013;0602537352241;Metal/Ciężkie brzmienia;Rec.1986 / Expanded Edition + Bonus / Jewel Case;11.50
SLAYER ^^^ SEASONS IN THE ABYSS;0602537352258;33.00;2.00;0602537352258;23;CD;BERTUS;American Recordings;2013;0602537352258;Metal/Ciężkie brzmienia;Rec.1990 / Remaster / Jewel Case;22.31
SLAYER ^^^ SOUTH OF HEAVEN;0602537352265;35.00;0.00;0602537352265;23;CD;BERTUS;American Recordings;2013;0602537352265;Metal/Ciężkie brzmienia;Rec.1988 / Reissue / Jewel Case;22.77
SLAYER ^^^ UNDISPUTED ATTIUDE;0602537352289;20.00;8.00;0602537352289;23;CD;DDD;American Recordings;2013;0602537352289;Metal/Ciężkie brzmienia;Rec.1996 / Reissue / Jewel Case;11.50
WARE, JESSIE ^^^ DEVOTION;0602537354979;105.00;0.00;0602537354979;23;LP;BERTUS;Interscope Records;2013;B0018230-02;Soul/Funk;;53.30
VOLBEAT ^^^ OUTLAW GENTELMEN & SHADY LADIES;0602537371235;19.00;0.00;0602537371235;23;CD;DDD;Vertigo;2013;3737123-86;Metal/Ciężkie brzmienia;Jewel Case;11.50
TYMON & THE TRANSISTORS ^^^ SKACZEMY JAK PACYNKI - LIVE;0602537371471;19.00;1.00;0602537371471;23;CD;DDD;Universal Music Polska;2013;3737147;Rock/Alternatywa;Digipack;11.50
BLACK SABBATH ^^^ 13;0602537371594;37.00;1.00;0602537371594;23;CD;DDD;Vertigo;2013;60253737159;Metal/Ciężkie brzmienia;Polska cena / Jewel Case;23.92
LIVIN' BLUES ^^^ BAMBOOZLE / ROCKING AT THE TWEED MILL;0602537372744;50.00;0.00;0602537372744;23;2CD;BERTUS;Universal Music Company;2013;3730727-4;Blues/Rock;Box;28.14
JANE'S ADDICTION ^^^ LIVE IN NYC;0602537393725;130.00;0.00;0602537393725;23;2LP;BERTUS;Universal Music Company;2013;B0018491-01;Rock;;71.94
DISCLOSURE ^^^ SETTLE;0602537394883;120.00;1.00;0602537394883;23;2LP;BERTUS;Island Records;2013;0602537394883;House/Club;Gatefold;74.01
DISCLOSURE ^^^ SETTLE;0602537394920;45.00;2.00;0602537394920;23;CD;BERTUS;Universal Island Records Ltd;2013;00602537394920;Dubstep;Jewel Case;27.07
IMAGINE DRAGONS ^^^ RADIOACTIVE;0602537399185;20.00;0.00;0602537399185;23;CDs;BERTUS;KIDinaKORNER;2013;0602537399185;Rock/Alternatywa;;10.54
V/A ^^^ VERVE REMIXED - THE FIRST LADIES;0602537409778;108.00;0.00;0602537409778;23;2LP;BERTUS;Verve Music;2013;602537409778;Dubstep;Gatefold;62.88
BLACK SABBATH ^^^ IRON MAN - THE BEST OF BLACK SABBATH;0602537422609;37.00;1.00;0602537422609;23;CD;DDD;Universal Records;2012;3742260;Metal/Ciężkie brzmienia;Rec.2009 / Reissue / Polska cena / Jewel Case;23.92
GRABOWSKI, ANDRZEJ ^^^ CUDNE JEST NUDNE;0602537425730;19.00;2.00;0602537425730;23;CD;DDD;Universal Music Polska;2013;374 257 3;Poezja/Piosenka;Ecopack;11.50
MOLVAER, NILS PETER / MORITZ von OSWALD ^^^ 1/1;0602537436705;98.00;0.00;0602537436705;23;CD;BERTUS;Universal Music Company;2013;06025 3743670;Jazz/Nowe Brzmienia;Ecopack;53.76
MEGADETH ^^^ COUNTDOWN TO EXTINCTION LIVE;0602537437252;33.00;3.00;0602537437252;23;CD;DDD;Universal Music Company;2013;0602537437252;Metal/Ciężkie brzmienia;Jewel Case;22.08
NINE INCH NAILS ^^^ HESITATION MARKS;0602537438761;105.00;0.00;0602537438761;23;2CD;BERTUS;Polydor Ltd.;2013;3743876;Industrial;Deluxe Edit / Digibook;64.67
LAMAR, KEDRICK ^^^ GOOD KID - m.A.A.d CITY;0602537439430;35.00;0.00;0602537439430;23;CD;BERTUS;Aftermath Entertainment;2013;0602537439430;Rap/HipHop;ft. Jay-Z, Dr.Dre, Drake... / Jewel Case;22.06
NINE INCH NAILS ^^^ HESITATION MARKS;0602537454587;33.00;2.00;0602537454587;23;CD;DDD;Null Corporation, The;2013;3745458;Industrial;Jewel Case;22.08
PLACEBO ^^^ TOO MANY FRIENDS;0602537504640;20.00;0.00;0602537504640;23;CDs;BERTUS;Elevator Music Ltd.;2013;375046-4;Rock;;10.42
PLACEBO ^^^ TOO MANY FRIENDS;0602537504671;28.00;0.00;0602537504671;23;LPs;BERTUS;Elevator Music Ltd.;2013;375046-7;Rock;LPs 7";15.33
ARCADE FIRE ^^^ REFLEKTOR;0602537521180;70.00;0.00;0602537521180;23;2CD;BERTUS;Sonovax Records;2014;3752118;Rock/Alternatywa;Gatefold Ecopack;41.02
ARCADE FIRE ^^^ REFLEKTOR;0602537521197;108.00;3.00;0602537521197;23;2LP;DDD;Sonovax Records;2013;3752119;Rock/Alternatywa;180 g Vinyl / Gatefold / Free MP3 Download;67.50
MEGADETH ^^^ COUNTDOWN TO EXTINCTION LIVE;0602537522422;40.00;3.00;0602537522422;23;BR;DDD;Universal Music Company;2013;0602537522422;Metal/Ciężkie brzmienia;1080i HD 16:9 Widescreen / TrueHD 5:1 / 92 min / Jewel Case;23.46
RIEDEL, SEBASTIAN & CREE ^^^ WYJDŹ...;0602537531622;19.00;5.00;0602537531622;23;CD;DDD;Universal Music Polska;2013;3753162;Blues/Rock;Digipack;11.50
MEGADETH ^^^ COUNTDOWN TO EXTINCTION;0602537533404;28.00;3.00;0602537533404;23;DVD;DDD;Universal Music Company;2013;0602537533404;Metal/Ciężkie brzmienia;16:9 Widescreen / Dolby 5.1 / Dolby 2.0 / 92 min /Jewel Case;17.94
TAYLOR, ROGER ^^^ LOT, THE;0602537537143;588.00;0.00;0602537537143;23;BOX;BERTUS;Virgin Records;2013;00602537537143;Rock;Box 12CD + DVD;355.13
DRAKE, NICK ^^^ TUCK BOX;0602537538546;175.00;0.00;0602537538546;23;BOX;BERTUS;Island Records;2013;0602537538546;Folk/World/Country;Box 5CD with Full Booklets In Card Sleeves & Poster;15.46
CHEMICAL BROTHERS, THE ^^^ SURRENDER;0602537540518;108.00;3.00;0602537540518;23;2LP;DDD;Virgin Records;2013;0602537540518;Elektronika/Nowe brzmienia;Rec.1999 / Reissue / 180g Vinyl / Gatefold;67.50
KACEZET & FUNDAMENTY ^^^ DZIENNIK KAPITANA;0602537558599;19.00;10.00;0602537558599;23;CD;DDD;Universal Music Polska;2013;3755859;Ragga/Dancehall;ft. Bednarek, Pezet, Pablopavo / Digipack;11.25
RUSOWICZ, ANIA ^^^ GENESIS;0602537568185;35.00;5.00;0602537568185;23;CD;DDD;Universal Music Polska;2013;375 681 8;Pop/Rock;Digipack;23.40
BEATRICE, ARTUR ^^^ WORKING OUT;0602537574391;73.00;0.00;0602537574391;23;CD;BERTUS;Open Assembly;2014;OAR 006;Rock/Alternatywa;Ecopack;42.67
SINATRA, FRANK ^^^ DUETS (20th Anniversary Duets & Duets II);0602537583881;138.00;0.00;0602537583881;23;2LP;BERTUS;Capitol Records;2013;06025 375 838-8 1;Jazz/Pop;Remaster / 180 g Heavyweight Vinyl / Free MP3 / Gatefold;79.30
EMINEM ^^^ MARSHALL MATHERS LP 2, THE;0602537588114;43.00;4.00;0602537588114;23;CD;MUSICNET2;Aftermath Entertainment;2013;602537588114;Rap/HipHop;ft. Rihanna, K.Lamar, N.Ruess.. / Jewel Case;28.00
ARCADE FIRE ^^^ REFLEKTOR;0602537608850;40.00;12.00;0602537608850;23;2CD;DDD;Sonovax Records;2013;3752118;Rock/Alternatywa;Gatefold Ecopack;26.10
DR MISIO ^^^ MŁODZI;0602537608928;40.00;5.00;0602537608928;23;CD+DVD;DDD;Universal Music Polska;2013;3760892;Rock/Alternatywa;Special Edit / Digipack;26.10
LORDE ^^^ ROYALS;0602537693191;20.00;0.00;0602537693191;23;CDs;BERTUS;Universal Music Company;2013;0602537693191;Pop;;10.27
RUSOWICZ, ANIA ^^^ GENESIS;0602537701742;63.00;2.00;0602537701742;23;LP;DDD;Universal Music Polska;2014;377 017 4;Pop/Rock;;41.40
FRUSCIANTE, JOHN ^^^ ENCLOSURE;0602537789351;48.00;1.00;0602537789351;23;CD;DDD;Record Collection;2014;RCM 72542;Rock/Alternatywa;Jewel Casse;31.28
ROOTS, THE ^^^ ...AND THEN YOU SHOOT YOUR COUSIN;0602537828876;68.00;3.00;0602537828876;23;LP;DDD;Def Jam Recordings;2014;B0020756-01;Rap/HipHop;Gatefold;45.00
